36.35439,0
36.58635,1
36.98365,3
37.25053,4
37.80106,1
37.93303,0
38.85063,2
39.06831,2
39.43435,2
39.86745,1
40.13447,0
40.5346,3
40.73365,4
41.2178,1
41.48386,3
41.68334,4
41.91807,0
42.15153,4
42.45079,3
42.68474,1
42.95097,2
43.35131,2
43.7689,2
44.10055,2
44.38525,2
44.61629,1
44.76788,3
44.88446,4
45.1015,3
45.38445,4
45.46847,3
45.73386,4
45.80054,3
46.01793,4
46.168,3
46.35014,4
46.49891,3
46.96815,3
47.17018,3
47.55132,4
47.90112,0
48.23446,1
48.60106,2
48.93365,2
49.38451,2
49.55039,2
49.83423,2
50.16859,2
50.41714,2
50.58463,2
50.76807,2
50.98528,2
51.18428,2
51.61726,2
51.88425,2
52.05119,2
52.24993,2
52.44953,2
52.76871,2
53.13419,2
53.43436,2
53.71674,2
54.01677,2
54.28522,2
54.63441,2
55.01807,2
55.20135,2
55.56729,2
56.18428,2
56.38419,2
56.53362,2
56.71732,2
56.91766,2
57.10075,2
57.25026,2
57.46691,2
57.78487,2
58.16744,2
58.55061,2
58.91747,2
59.21722,2
59.38454,2
59.54884,2
59.71558,2
59.81779,2
59.98428,2
60.1491,2
60.36768,2
60.51739,2
60.70088,2
60.90208,2
61.06856,2
61.23299,2
61.41792,2
61.61733,2
61.75137,2
61.91734,2
62.25091,2
62.41746,2
62.56881,2
62.73359,2
63.08556,2
63.43462,2
63.63374,2
63.81768,2
64.00083,2
64.1841,2
64.51797,2
64.86722,2
65.23478,2
65.68431,2
66.05077,2
66.40083,2
66.60146,2
66.95088,2
67.31767,2
67.5173,2
67.70115,2
68.08509,2
68.31855,2
68.45177,2
68.6173,2
68.91801,2
69.2849,2
69.48432,2
69.66753,2
69.86814,2
70.05073,2
70.35004,2
70.70242,2
71.46752,2
71.83456,2
72.03404,2
72.23397,2
